X,Y,OBJECTID,LATITUDE,LONGITUDE,ROUTES,EGIS_ID,REG_ID,BSTP_GEO_ID,BSTP_OPS_TCD,BSTP_OPS_FTU_TCD,BSTP_EFF_DATE,BSTP_TCD,AT_STR,ON_STR,BSTP_HDG,BSTP_POS_TCD,BSTP_LDC,BSTP_MSG_TEXT,BSTP_LAT_LON_TCD,BSTP_INV_SYR_TCD,BSTP_INV_SRV_DATE,BSTP_BNH_CNT,BSTP_BST_TCD,BSTP_IFC_OWN,BSTP_HAS_BKRS,BSTP_HAS_PRS,BSTP_HAS_PVM,BSTP_HAS_PRM,BSTP_PDP_SIZE_TCD,BSTP_PDP_MTR_TCD,BSTP_PDP_OBS_TCD,BSTP_PDP_HAS_CCN,BSTP_HAS_BDR_PDP,BSTP_BDR_PDP_OBS,BSTP_SWK_WDT,BSTP_SWK_HAS_CCN,BSTP_SWK_HAS_PPC,BSTP_SWK_SLP_WVL,BSTP_SWK_OBS_TCD,BSTP_SWK_IPD_TCD,ONS_CRP_SLP,ONS_CRP,OFS_CRP,AT_STR_ABS_CRP,AT_STR_OSS_CRP,ONS_CWK,OFS_CWK,AT_STR_ABS_CWK,AT_STR_OSS_CWK,ON_STR_STS_OR_TFL,ON_STR_PDC_SGL,AT_STR_PDC_SGL,BSTP_PRK_RST_TCD,BSTP_NPK_ZNE_LTH,CNF_NPK_SNS,STR_LGT_WTN_30_FT,BSTP_HAS_LED_DSP,BSTP_ACC_RATING,BSTP_BRDG_STP,BSTP_HAS_LUM_SIGN,BSTP_HAS_PWR_SRC,METRO_ACCS_STP,CREATED_DATE,LAST_EDITED_DATE,BX_UPDATE_DATE,BX_UPDATE_USER,LAST_UPDATE_DATE
-77.076538228730314,38.912719635802851,8214,38.912712,-77.076533,,1304471,1001555,6660,PRS,NON,1901-01-01T00:00:00.000Z,UNK,GEORGETOWN MEDICAL SCHOOL,RESERVOIR RD NW,272,MID,OPPO,RESERVOIR RD NW + GEORGETOWN MEDICAL SCHOOL,,KFH,2006-05-22T00:00:00.000Z,,UNK,UNKW,N,Y,N,N,58U,CON,NON,Y,Y,U,6,N,Y,N,NON,UNK,7.5,N,Y,U,N,N,Y,U,U,N,N,N,NSG,,N,Y,U,N,U,U,U,U,,,,,
-76.979014148475358,38.980895520786113,8215,38.980888,-76.979009,,1305789,3002098,9638,PRS,NON,1954-02-15T00:00:00.000Z,UNK,DREXEL ST,RIGGS RD,166,UNK,@ #7304,RIGGS RD + DREXEL ST,,KFH,2006-06-08T00:00:00.000Z,,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,6.7,N,N,Y,N,N,N,N,N,Y,N,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-76.995218534478227,38.85915364758295,8216,38.859146,-76.995213,,1309879,1000315,3284,PRS,NON,1984-08-28T00:00:00.000Z,REV,STANTON RD SE,MARTIN LUTHER KING JR AVE SE,24,NEA,UNKNOWN,MARTIN LUTHER KING JR AVE SE + STANTON RD SE,,KFH,2006-05-09T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,3,Y,Y,Y,NON,SLP,7,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,YMR,,N,Y,U,N,U,U,U,U,,,,,
-77.023218070034631,39.005028530815252,8217,39.005021,-77.023213,,1308510,2000251,10206,PRS,NON,1901-01-01T00:00:00.000Z,REV,DALE DR,COLESVILLE RD,211,FAR,UNKNOWN,COLESVILLE RD + DALE DR,,KFH,2012-03-09T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,3,N,Y,N,NON,NON,4,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,90,N,Y,N,N,U,U,U,U,,,,,
-76.987809518408326,38.86720762406749,8218,38.8672,-76.987804,,1309827,1000425,3759,PRS,NON,1942-02-22T00:00:00.000Z,REV,MARTIN LUTHER KING JR AVE SE,GOOD HOPE RD SE,101,FAR,150' E OF E CURB,GOOD HOPE RD SE + MARTIN LUTHER KING JR AVE SE,,KFH,2006-05-16T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,58U,BRK,NON,Y,N,E,11,Y,Y,N,NON,UNK,,N,N,U,N,N,N,U,U,N,N,N,NSG,,N,Y,U,N,U,U,U,U,,,,,
-76.905101062709733,39.057652421049802,8219,39.057645,-76.905096,,1312129,3004312,18821,PRS,NON,2015-01-12T00:00:00.000Z,UNK,AMMENDALE RD,VIRGINIA MANOR RD,247,FAR,UNKNOWN,VIRGINIA MANOR RD + AMMENDALE RD,,UNK,1900-01-01T00:00:00.000Z,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,,,,,
-76.985437522074861,38.866906620062252,8220,38.866899,-76.985432,,1311400,1003683,17417,PRS,NON,2010-09-15T00:00:00.000Z,UNK,14TH ST SE,GOOD HOPE RD SE,288,FAR,UNKNOWN,GOOD HOPE RD SE + 14TH ST SE,,UNK,1900-01-01T00:00:00.000Z,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,,,,,
-76.968589284324267,38.943231533124816,8221,38.943224,-76.968584,,1305885,3001501,8220,PRS,NON,1901-01-01T00:00:00.000Z,REV,28TH ST,UPSHUR ST,266,FAR,UNKNOWN,UPSHUR ST + 28TH ST,,KFH,2006-08-24T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,<58,CON,NON,Y,N,E,5,N,Y,N,NON,UPV,,N,N,U,Y,N,N,U,Y,N,N,N,YUN,,U,Y,U,N,U,U,U,U,,,,,
-76.982026130093203,38.985636520931777,8222,38.985629,-76.982021,,1305883,3003395,15252,PRS,NON,1964-05-18T00:00:00.000Z,REV,15TH AVE,UNIVERSITY BLVD E,307,FAR,UNKNOWN,UNIVERSITY BLVD E + 15TH AVE,,KFH,2006-06-06T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,<58,CON,NON,Y,N,E,4,Y,N,N,NON,UNK,,N,Y,Y,N,Y,Y,Y,U,Y,Y,Y,NPL,,U,Y,U,N,U,U,U,U,,,,,
-76.919810660124611,38.851836483045112,8223,38.851829,-76.919805,,1303982,3000733,2836,PRS,NON,1901-01-01T00:00:00.000Z,REV,BROOKS DR,SILVER HILL RD,253,NEA,UNKNOWN,SILVER HILL RD + BROOKS DR,,KFH,2006-07-26T00:00:00.000Z,1,INS,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,4.8,Y,Y,Y,N,Y,N,N,U,Y,Y,Y,NPL,,U,Y,U,Y,U,U,U,U,,,,,
-77.054934032804113,39.063363556302747,8224,39.063356,-77.054929,,1309107,2000722,10973,PRS,NON,1969-11-20T00:00:00.000Z,REV,GLENALLAN AVE,GEORGIA AVE,311,FAR,UNKNOWN,GEORGIA AVE + GLENALLAN AVE,,KFH,2012-02-24T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,N,Y,Y,NON,NON,5.6,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,NSG,150,N,Y,N,Y,U,U,U,U,,,,,
-77.229570831446992,38.831526846168046,8225,38.831519,-77.229566,,1302521,5000781,1871,PRS,NON,1974-10-15T00:00:00.000Z,REV,HOLBORN AVE,DUNCAN DR,345,MIX,OPPO,DUNCAN DR + HOLBORN AVE,,KFH,2012-05-04T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,NON,EXM,NON,U,N,E,0,N,N,N,NON,NON,,Y,Y,U,Y,N,N,E,N,N,N,N,YUN,,N,N,N,N,U,U,U,U,,,,,
-77.082839157543262,38.954865584063938,8226,38.954858,-77.082834,,1304662,1002585,8642,PRS,NON,1901-01-01T00:00:00.000Z,REV,FESSENDEN ST NW,WISCONSIN AVE NW,157,NEA,LIMITED EXPRESS STOP,WISCONSIN AVE NW + FESSENDEN ST NW,,KFH,2009-06-08T00:00:00.000Z,1,INS,WMAT,N,Y,N,N,58O,CON,SHL,Y,N,E,6,N,Y,N,NON,UNK,3.7,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,Y,N,U,N,U,Y,U,U,,,,,
-77.156881076230221,39.096118610855875,8227,39.096111,-77.156876,,1306154,2000927,11383,PRS,NON,1982-11-01T00:00:00.000Z,REV,S CAMPUS DR,MANNAKEE ST,261,NEA,UNKNOWN,MANNAKEE ST + S CAMPUS DR,,KFH,2012-02-06T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,2.9,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,NSG,150,N,Y,N,Y,U,U,U,U,,,,,
-77.13780602742537,38.694270892252796,8228,38.694263,-77.137801,,1304724,5002200,18626,PRS,NON,2014-06-28T00:00:00.000Z,REV,16TH ST,BELVOIR RD,156,FAR,UNKNOWN,BELVOIR RD + 16TH ST,,FCO,1900-01-01T00:00:00.000Z,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,,,,,
-77.089566144490036,38.962025576163825,8229,38.962018,-77.089561,,1304609,2000031,8984,PRS,NON,1901-01-01T00:00:00.000Z,REV,FRIENDSHIP BLVD,WILLARD AVE,99,NEA,ADJ TO PED CROSSING SIGN,WILLARD AVE + FRIENDSHIP BLVD,,KFH,2012-03-14T00:00:00.000Z,1,FRE,NAPP,N,N,N,N,58U,CON,NON,Y,Y,N,8,Y,Y,Y,NON,NON,5.5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,85,N,Y,N,Y,U,U,U,U,,,,,
-77.206394834985716,38.774560933412012,8230,38.774553,-77.20639,,1305035,5000130,344,PRS,NON,1901-01-01T00:00:00.000Z,REV,TIVERTON DR,OLD KEENE MILL RD,257,NEA,UNKNOWN,OLD KEENE MILL RD + TIVERTON DR,,KFH,2012-03-30T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,Y,Y,N,3,N,Y,N,NON,CRK,0,N,N,Y,N,N,Y,N,Y,Y,Y,N,NPL,50,N,Y,N,N,U,U,U,U,,,,,
-77.248414636680238,38.774139974912025,8231,38.774132,-77.24841,,1305032,5000126,339,PRS,NON,1979-09-04T00:00:00.000Z,REV,HUNTSMAN BLVD,OLD KEENE MILL RD,76,FAR,150' E OF -,OLD KEENE MILL RD + HUNTSMAN BLVD,,KFH,2012-04-19T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,NON,EXM,NON,U,N,E,0,N,N,N,NON,NON,6.4,Y,N,N,Y,Y,N,N,N,Y,Y,N,NPL,120,N,N,N,N,U,U,U,U,,,,,
-77.109057236203938,38.840672747770924,8232,38.840665,-77.109052,,1302996,4000424,2318,PRS,NON,1901-01-01T00:00:00.000Z,UNK,BRANCH AVE,N BEAUREGARD ST,27,UNK,500' S OF -,N BEAUREGARD ST + BRANCH AVE,,KFH,2009-01-05T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,Y,N,E,4,Y,Y,N,NON,UNK,,N,N,U,Y,N,N,N,N,N,N,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-77.100899226435331,38.875927695371836,8233,38.87592,-77.100894,,1304456,6000431,4222,PRS,NON,1901-01-01T00:00:00.000Z,REV,4TH ST N,N PERSHING DR,239,NEA,UNKNOWN,N PERSHING DR + 4TH ST N,,KFH,2007-03-21T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,4,Y,Y,N,NON,UPV,5.2,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,YUN,,U,Y,U,N,U,U,U,U,,,,,
-77.172513069640104,38.908428676118518,8234,38.908421,-77.172508,,1306456,5001545,6393,PRS,NON,1901-01-01T00:00:00.000Z,REV,HOPEWOOD DR,WESTMORELAND ST,1,NEA,UNKNOWN,WESTMORELAND ST + HOPEWOOD DR,,KFH,2012-04-06T00:00:00.000Z,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,SLP,6.3,Y,Y,Y,Y,N,N,N,N,N,N,N,YUN,,N,N,N,N,U,U,U,U,,,,,
-76.967966232223887,38.958763522403885,8235,38.958756,-76.967961,,1305434,3001724,8812,PRS,NON,1963-02-12T00:00:00.000Z,REV,LANCER DR,AGER RD,156,NEA,UNKNOWN,AGER RD + LANCER DR,,KFH,2006-09-22T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,4,Y,Y,N,NON,UNK,6.5,Y,Y,Y,Y,N,N,N,N,Y,N,N,YUN,,U,Y,U,N,U,U,U,U,,,,,
-76.970859083487454,39.006902499482521,8236,39.006895,-76.970854,,1305430,3003417,15302,PRS,NON,1998-07-26T00:00:00.000Z,REV,EDWARDS WAY,ADELPHI RD,312,FAX,OPPO E/B STOP,ADELPHI RD + EDWARDS WAY,,KFH,2006-09-29T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,3,Y,Y,N,NON,GRS,,N,N,U,N,N,N,U,N,N,N,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-76.952190307553849,38.941690509542575,8237,38.941683,-76.952185,,1305763,3001479,8131,PRS,NON,1958-09-07T00:00:00.000Z,REV,VOLTA AVE,RHODE ISLAND AVE,228,FAR,UNKNOWN,RHODE ISLAND AVE + VOLTA AVE,,KFH,2006-09-15T00:00:00.000Z,1,INS,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,6.4,N,N,Y,Y,N,N,Y,Y,Y,N,N,NPL,,U,N,U,Y,U,U,U,U,,,,,
-77.175207040898272,38.869768742714221,8238,38.869761,-77.175202,,1302401,5001215,3876,PRS,NON,1986-04-22T00:00:00.000Z,REV,ANNANDALE RD,ARLINGTON BLVD,257,FAR,UNKNOWN,ARLINGTON BLVD + ANNANDALE RD,,KFH,2012-04-16T00:00:00.000Z,1,INS,NAPP,N,N,N,N,58U,CON,NON,Y,Y,N,4,Y,Y,Y,NON,NON,3.9,N,Y,N,Y,N,N,N,N,Y,Y,N,NPL,150,N,N,N,N,U,U,U,U,,,,,
-77.014210352150556,38.905440621127035,8239,38.905433,-77.014205,,1308222,1001332,6234,PRS,NON,1959-10-20T00:00:00.000Z,REV,NEW JERSEY AVE NW,NEW YORK AVE NW,66,FAR,UNKNOWN,NEW YORK AVE NW + NEW JERSEY AVE NW,,KFH,2006-07-13T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,Y,Y,N,NON,UPV,5.5,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,,,,,
-77.003914557619936,38.846750671887449,8240,38.846743,-77.003909,,1309986,1000187,2603,PRS,NON,1979-09-24T00:00:00.000Z,REV,4TH ST SE,ORANGE ST SE,317,NEA,UNKNOWN,ORANGE ST SE + 4TH ST SE,,KFH,2006-05-01T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,5.4,Y,N,Y,N,Y,N,Y,U,Y,N,N,YUN,,U,N,U,N,U,U,U,U,,,,,
-77.017221569292289,38.828160698273734,8241,38.828153,-77.017216,,1306914,1003357,13940,PRS,NON,1901-01-01T00:00:00.000Z,REV,MAGAZINE RD,OVERLOOK AVE SW,7,NEA,UNKNOWN,OVERLOOK AVE SW + MAGAZINE RD,,KFH,2006-04-12T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,5.5,Y,N,N,N,Y,N,N,N,Y,Y,Y,NPL,,U,Y,U,N,U,U,U,U,,,,,
-77.095495244878578,38.872068696657585,8242,38.872061,-77.09549,,1304156,6000365,3993,PRS,NON,1901-01-01T00:00:00.000Z,REV,N JACKSON ST,ARLINGTON BLVD,251,NEA,UNKNOWN,ARLINGTON BLVD + N JACKSON ST,,KFH,2007-03-09T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,UNK,UNK,U,N,E,8,N,N,Y,NON,UNK,,N,N,N,N,N,N,N,U,N,N,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-77.061403031639912,39.068221560357237,8243,39.068214,-77.061398,,1309112,2000763,11045,PRS,NON,1969-11-20T00:00:00.000Z,REV,HATHAWAY DR,GEORGIA AVE,145,NEA,UNKNOWN,GEORGIA AVE + HATHAWAY DR,,KFH,2012-02-24T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,Y,Y,Y,NON,NON,1.4,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,NSG,150,N,N,N,Y,U,U,U,U,,,,,
-77.027145269207196,38.927803602533096,8244,38.927796,-77.02714,,1301901,1001975,7454,PRS,NON,1974-07-05T00:00:00.000Z,REV,11TH ST NW,COLUMBIA RD NW,264,NEA,E OF 1ST TREE,COLUMBIA RD NW + 11TH ST NW,,KFH,2006-06-08T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,2.7,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,,N,N,U,Y,U,U,U,U,,,,,
-77.043901257747933,38.923163612888402,8245,38.923156,-77.043896,,1301877,1001827,7192,PRS,NON,1985-07-11T00:00:00.000Z,REV,LANIER PL NW,CALVERT ST NW,92,NEX,FRT OF #1814,CALVERT ST NW + LANIER PL NW,,KFH,2009-06-24T00:00:00.000Z,1,INS,WMAT,N,Y,N,N,58O,CON,SHL,Y,N,E,6,N,Y,N,SHL,UNK,3.7,Y,Y,U,Y,Y,Y,U,Y,Y,Y,Y,NSG,,N,N,U,N,U,U,U,U,,,,,
-76.986571624073676,38.835775647105258,8246,38.835768,-76.986566,,1309709,1000089,2079,PRS,NON,1991-12-29T00:00:00.000Z,UNK,#1236,13TH ST SE,327,NEX,OPPO STEPS & WALKWAY TO #1326,13TH ST SE + #1236,,KFH,2006-04-20T00:00:00.000Z,,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,U,N,N,N,U,U,N,N,N,NSG,,N,N,U,N,U,U,U,U,,,,,
-76.94929343454848,38.905769522966345,8247,38.905762,-76.949288,,1308047,1003027,12820,PRS,NON,1967-09-11T00:00:00.000Z,UNK,#3675-3691,MAYFAIR TER NE,154,FAR,20' E OF PKG LOT ENTR,MAYFAIR TER NE + #3675-3691,,KFH,2006-04-03T00:00:00.000Z,,UNK,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,,N,N,U,N,N,N,N,N,N,N,N,YUN,,U,Y,U,N,U,U,U,U,,,,,
-77.009510448464425,38.8763496469223,8248,38.876342,-77.009505,,1309896,1000501,18386,PRS,NON,2013-09-29T00:00:00.000Z,REV,S CAPITOL ST SW,M ST SW,91,NEA,40' S OF RAMP TO S/B SOUTH CAPITOL ST,M ST SW + S CAPITOL ST SW,,KFH,2009-07-21T00:00:00.000Z,1,INS,WMAT,N,Y,N,Y,58O,CON,SHL,Y,N,E,4,N,Y,N,UTP,UNK,5.7,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,N,Y,U,N,U,U,U,U,,,,,
-77.063308452309911,38.804372760350958,8249,38.804365,-77.063303,,1304801,4000481,14384,PRS,NON,1901-01-01T00:00:00.000Z,REV,DUKE ST,DULANEY ST,4,NEA,UNKNOWN,DULANEY ST + DUKE ST,,KFH,2009-04-13T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,58U,BRK,NON,Y,N,E,11,N,Y,N,NON,UNK,3.2,Y,N,Y,Y,Y,U,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,,,,,
-76.864901197004556,38.994392383541836,8250,38.994385,-76.864896,,1311273,3002251,9944,PRS,NON,1996-10-18T00:00:00.000Z,UNK,#7516-7546,MANDAN RD,345,NEA,S OF ENTR TO - EXTD,MANDAN RD + #7516-7546,,KFH,2006-10-21T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,Y,NON,SLP,,N,N,U,Y,N,N,U,Y,N,N,N,NSG,,N,N,U,N,U,U,U,U,,,,,
-76.899998378408512,38.93678042902669,8251,38.936773,-76.899993,,1301313,3001409,7901,PRS,NON,1993-12-12T00:00:00.000Z,REV,ELDRIDGE ST,COOPER LN,345,NEA,@ CORNER,COOPER LN + ELDRIDGE ST,,KFH,2006-04-06T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,2.6,Y,Y,Y,Y,N,N,Y,Y,N,N,N,YUN,,U,N,U,N,U,U,U,U,,,,,
-77.143872120233624,38.894887687676189,8252,38.89488,-77.143867,,1306352,6000704,5463,PRS,NON,1901-01-01T00:00:00.000Z,REV,N LEXINGTON ST,LEE HWY,251,NEA,UNKNOWN,LEE HWY + N LEXINGTON ST,,KFH,2007-01-09T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,6.1,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,U,N,U,N,U,U,U,U,,,,,
-77.151624104631992,38.892521694126067,8253,38.892514,-77.151619,,1306343,6000672,5270,PRS,NON,1901-01-01T00:00:00.000Z,REV,N POTOMAC ST,LEE HWY,71,FAX,UNKNOWN,LEE HWY + N POTOMAC ST,,KFH,2007-01-09T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,,N,N,U,Y,N,N,U,N,N,N,N,NPL,,U,Y,U,N,U,U,U,U,,,,,
-77.070884439587218,38.794210779344503,8254,38.794203,-77.070879,,1304955,5001815,11648,PRS,NON,1901-01-01T00:00:00.000Z,UNK,BETW BISCAYNE & BLAINE DR,HUNTINGTON AVE,118,MID,@ LAMMPOST IN FRT OF #2249,HUNTINGTON AVE + BETW BISCAYNE & BLAINE DR,,KFH,2012-03-22T00:00:00.000Z,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,4,N,Y,Y,NON,NON,,N,N,U,E,N,N,E,E,N,N,N,NPL,150,N,Y,N,N,U,U,U,U,,,,,
-76.990273530168494,38.862504633115101,8255,38.862497,-76.990268,,1309954,1000367,3496,PRS,NON,1941-08-01T00:00:00.000Z,REV,MT VIEW PL SE,MORRIS RD SE,322,NEA,UNKNOWN,MORRIS RD SE + MT VIEW PL SE,,KFH,2006-05-09T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,2,Y,Y,N,TRC,UNK,6.8,N,N,Y,N,Y,Y,Y,Y,Y,N,N,NPL,,U,Y,U,N,U,U,U,U,,,,,
-77.045139496259338,38.817045731363685,8256,38.817038,-77.045134,,1303519,4000193,1272,PRS,NON,1985-12-04T00:00:00.000Z,UNK,2ND ST,W ABINGDON DR,194,UNK,@ LAMPPOST #VO75,W ABINGDON DR + 2ND ST,,KFH,2009-03-10T00:00:00.000Z,,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,4,Y,Y,N,NON,UNK,,N,N,U,N,N,N,U,U,N,N,N,NPL,,U,Y,U,N,U,U,U,U,,,,,
-76.942501015448187,39.077727467241417,8257,39.07772,-76.942496,,1300606,2000842,11161,PRS,NON,1985-09-03T00:00:00.000Z,UNK,SOUTH DRIVEWAY,BRIGGS CHANEY PARK AND RIDE LOT,224,NEA,UNKNOWN,BRIGGS CHANEY PARK AND RIDE LOT + SOUTH DRIVEWAY,,KFH,2012-02-13T00:00:00.000Z,1,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,Y,N,6,Y,Y,Y,NON,NON,5.6,N,N,U,E,N,N,E,E,N,N,N,NSG,145,N,N,N,U,U,U,U,U,,,,,
-77.023376269187864,38.929197600784612,8258,38.92919,-77.023371,,1301969,1002023,7529,PRS,NON,1901-01-01T00:00:00.000Z,REV,IRVING ST NW,GEORGIA AVE NW,179,NEA,UNKNOWN,GEORGIA AVE NW + IRVING ST NW,,KFH,2006-06-08T00:00:00.000Z,0,UNK,WMAT,N,Y,N,N,58U,BRK,NON,Y,N,E,11,Y,Y,N,NON,UNK,5.8,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,,,,,
-76.941360233768378,38.965519481795596,8259,38.965512,-76.941355,,1305560,3001869,9154,PRS,NON,1988-11-08T00:00:00.000Z,REV,44TH AVE,EAST-WEST HWY,296,NEA,@ PEPCO POLE #816412-6024,EAST-WEST HWY + 44TH AVE,,KFH,2006-09-30T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,6.4,Y,Y,Y,Y,N,N,N,N,N,N,N,NSG,,N,N,U,N,U,U,U,U,,,,,
-76.983925119317675,38.988450521694276,8260,38.988443,-76.98392,,1305449,3002195,9826,PRS,NON,1960-04-03T00:00:00.000Z,REV,14TH AVE,14TH AVE,147,NEA,UNKNOWN,14TH AVE + 14TH AVE,,KFH,2006-06-07T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,4.7,N,N,Y,N,N,N,Y,U,Y,N,N,YUN,,U,N,U,N,U,U,U,U,,,,,
-76.895661568260536,38.885679426003307,8261,38.885672,-76.895656,,1303558,3003248,15075,PRS,NON,1901-01-01T00:00:00.000Z,UNK,BUS BAY A,ADDISON ROAD STATION,351,MID,UNKNOWN,ADDISON ROAD STATION + BUS BAY A,,KFH,2006-12-14T00:00:00.000Z,,UNK,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,11,Y,Y,Y,NON,SLP,,Y,Y,Y,Y,U,U,U,U,Y,N,N,NPL,,U,Y,U,Y,U,U,U,U,,,,,
-76.820202647676524,38.888599277150973,8262,38.888592,-76.820197,,1310455,3003074,14872,PRS,NON,2004-05-06T00:00:00.000Z,REV,CASTLETON DR,LARGO RD,304,FAR,30' E OF XWALK @ TRAFIC SIGNAL,LARGO RD + CASTLETON DR,,KFH,2006-07-25T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,3.2,N,Y,Y,N,N,Y,N,U,Y,Y,N,NPL,,U,N,U,N,U,U,U,U,,,,,
-76.952880261999766,38.954662503122826,8263,38.954655,-76.952875,,1305617,3001650,8629,PRS,NON,1901-01-01T00:00:00.000Z,REV,38TH AVE,JEFFERSON ST,266,NEA,UNKNOWN,JEFFERSON ST + 38TH AVE,,KFH,2006-09-25T00:00:00.000Z,0,UNK,UNKW,N,N,N,N,<58,BRK,NON,Y,N,E,4,N,N,N,NON,UNK,4.1,N,N,N,N,N,N,N,U,N,N,N,YMR,,U,N,U,N,U,U,U,U,,,,,
